sumcolno,charge,maxcolno,casno,MaxAtNo,heavies,Species,omit,sumatno,ssqcolno,Name,atoms
16,0,5,22,7,2,NH3NH3,0,20,56,Ammonia Dimer,8
16,0,6,33,8,2,H2ONH3,0,20,66,Water Ammonia Dimer,7
20,0,6,55,8,3,H2OH2CO,0,26,168,water formaldehyde dimer,7
22,0,6,77,8,3,H2OCH3OH,0,28,94,water methanol dimer,9
22,0,6,88,8,3,CH3OHH2O,0,28,94,methanol water dimer,9
26,0,6,99,8,4,HCOOHH2O,0,34,128,Formic acid water dimer,8
26,0,6,102,8,4,H2OHCOOH,0,34,128,Water formic acid dimer 1,8
26,0,6,113,8,4,H2OHCOOH,0,34,128,Water formic acid dimer 2,8
28,0,6,124,8,4,H2OCH3OCH3,0,36,112,water dimethylether dimer,12
36,0,6,135,8,6,HCONH2CN2H4,0,48,150,formamide aminomethanimine dimer,13
14,0,6,204,34,2,CH3SeH,0,44,56,Methane selenol,6
18,0,5,10000,7,3,NHCHNH2,0,24,70,aminomethanimine,7
12,-1,6,50000,8,2,H2CO-,0,16,54,formaldehyde anion,4
12,0,6,50000,8,2,H2CO,0,16,54,Formaldehyde,4
12,1,6,50000,8,2,H2CO+,0,16,54,formaldehyde cation,4
36,0,6,51796,8,6,NH2COOC2H5,0,48,152,Urethane,13
33,1,5,51923,7,5,NC4H12+,0,43,101,tetramethyl ammonium cation,17
32,0,7,56235,17,5,CCl4,0,74,212,Carbon tetrachloride,5
30,0,6,56406,8,5,H2NCH2COOH,0,40,134,Glycine,10
36,0,6,56417,8,6,CH3CH(NH2)COOH,0,48,152,Alanine,13
42,0,6,56451,8,7,HO2CCHNH2CH2OH,0,56,176,Serine,14
38,0,6,56815,8,6,C3H8O3,0,50,164,"1,2,3-Propanetriol",14
24,0,6,57136,8,4,NH2CONH2,0,32,106,Urea,8
24,1,6,57136,8,4,NH2CONH2+,0,32,106,Urea cation,8
32,0,6,57556,8,5,C3H8O2,0,42,128,Propylene glycol,13
28,0,6,57578,8,5,C3H4O2,0,38,124,&beta;&ndash;Propiolactone,9
32,0,6,60297,8,5,C4H10O,0,42,110,Ethoxy ethane,15
24,0,6,60355,8,4,CH3CONH2,0,32,98,Acetamide,9
36,0,5,62533,7,7,C6H5NH2,0,50,128,aniline,14
24,0,6,62566,16,4,NH2CSNH2,0,40,106,Thiourea,8
20,0,6,64175,8,3,CH3CH2OH,0,26,74,Ethanol,9
18,0,6,64186,8,3,HCOOH,0,24,90,Formic acid,5
24,0,6,64197,8,4,CH3COOH,0,32,108,Acetic acid,8
46,0,6,65850,8,9,C6H5COOH,0,64,190,benzoic acid,15
42,0,6,66228,8,8,C4H4N2O2,0,58,190,Uracil,12
14,-1,6,67561,8,2,CH3OH-,0,18,56,Methyl alcohol anion,6
14,0,6,67561,8,2,CH3OH,0,18,56,Methyl alcohol,6
14,1,6,67561,8,2,CH3OH+,0,18,56,Methyl alcohol cation,6
26,0,6,67630,8,4,CH3CHOHCH3,0,34,92,Isopropyl alcohol,12
24,-1,6,67641,8,4,CH3COCH3-,0,32,90,acetone anion,10
24,0,6,67641,8,4,CH3COCH3,0,32,90,Acetone,10
26,0,7,67663,17,4,CHCl3,0,58,164,Chloroform,5
26,0,6,67685,16,4,CH3SOCH3,0,42,110,Dimethyl sulfoxide,10
32,0,6,67710,16,5,C2H6O2S,0,50,146,Dimethyl sulfone,11
50,0,7,67721,17,8,C2Cl6,0,114,366,hexachloroethane,8
30,0,6,68122,8,5,C3H7NO,0,40,116,dimethylformamide,12
38,0,6,70291,16,6,C4H10OS,0,58,146,Diethyl sulfoxide,16
26,0,6,71238,8,4,C3H7OH,0,34,92,1-Propanol,12
32,0,6,71363,8,5,C4H10O,0,42,110,1-Butanol,15
38,0,6,71410,8,6,C5H12O,0,50,128,1-Pentanol,18
30,0,4,71432,6,6,C6H6,0,42,102,Benzene,12
23,-1,6,71501,8,4,CH3COO-,0,31,107,acetate anion,7
23,-1,6,71523,8,4,HCO3-,0,31,125,bicarbonate anion,5
32,0,7,71556,17,5,CH3CCl3,0,66,182,"Ethane, 1,1,1-trichloro-",8
8,0,4,74828,6,1,CH4,0,10,20,Methane,5
8,1,4,74828,6,1,CH4+,0,10,20,Methane cation,5
14,0,7,74839,35,2,CH3Br,0,44,68,methyl bromide,5
14,0,4,74840,6,2,C2H6,0,18,38,Ethane,8
14,1,4,74840,6,2,C2H6+,0,18,38,ethane cation,8
12,-1,4,74851,6,2,C2H4-,0,16,36,Ethylene anion,6
12,0,4,74851,6,2,C2H4,0,16,36,Ethylene,6
12,1,4,74851,6,2,C2H4+,0,16,36,Ethylene cation,6
10,0,4,74862,6,2,C2H2,0,14,34,Acetylene,4
10,1,4,74862,6,2,C2H2+,0,14,34,acetylene cation,4
14,0,7,74873,17,2,CH3Cl,0,26,68,Methyl chloride,5
14,0,7,74884,53,2,CH3I,0,62,68,methyl iodide,5
14,0,5,74895,7,2,CH3NH2,0,18,46,methyl amine,7
10,-1,5,74908,7,2,HCN-,0,14,42,Hydrogen cyanide anion,3
10,0,5,74908,7,2,HCN,0,14,42,Hydrogen cyanide,3
10,1,5,74908,7,2,HCN+,0,14,42,hydrogen cyanide cation,3
14,0,6,74931,16,2,CH3SH,0,26,56,Methanethiol,6
20,0,7,74953,35,3,CH2Br2,0,78,116,dibromomethane,5
20,0,7,74964,35,3,C2H5Br,0,52,86,Ethyl bromide,8
20,0,7,74975,35,3,CH2ClBr,0,60,116,"Methane, bromochloro-",5
20,0,4,74986,6,3,C3H8,0,26,56,Propane,11
16,0,4,74997,6,3,CH3CCH,0,22,52,propyne,7
20,0,7,75003,17,3,CH3CH2Cl,0,34,86,Ethyl chloride,8
18,0,7,75014,17,3,CH2CHCl,0,32,84,"Ethene, chloro-",6
18,0,7,75025,9,3,CH2CHF,0,24,84,"Ethene, fluoro-",6
18,1,7,75025,9,3,CH2CHF+,0,24,84,fluoroethene cation,6
20,0,5,75047,7,3,CH3CH2NH2,0,26,64,Ethylamine,10
16,-1,5,75058,7,3,CH3CN-,0,22,60,acetonitrile anion,6
16,0,5,75058,7,3,CH3CN,0,22,60,Acetonitrile,6
16,1,5,75058,7,3,CH3CN+,0,22,60,Acetonitrile cation,6
18,0,6,75070,8,3,CH3CHO,0,24,72,Acetaldehyde,7
20,0,6,75081,16,3,CH3CH2SH,0,34,74,ethanethiol,9
20,0,7,75092,17,3,CH2Cl2,0,42,116,Methylene chloride,5
20,0,7,75105,9,3,CH2F2,0,26,116,"Methane, difluoro-",5
18,0,6,75127,8,3,CHONH2,0,24,80,formamide,6
16,0,6,75138,8,3,HNCO,0,22,78,Isocyanic acid,4
16,-1,6,75150,16,3,CS2-,0,38,88,Carbon disulfide anion,3
16,0,6,75150,16,3,CS2,0,38,88,Carbon disulfide,3
16,1,6,75150,16,3,CS2+,0,38,88,Carbon disulfide cation,3
20,0,6,75183,16,3,CH3SCH3,0,34,74,Dimethyl sulfide,9
18,0,4,75194,6,3,C3H6,0,24,54,Cyclopropane,9
18,0,6,75218,8,3,C2H4O,0,24,72,Ethylene oxide,7
24,0,4,75241,13,4,Al(CH3)3,0,40,66,trimethyl aluminum,13
26,0,7,75252,35,4,CHBr3,0,112,164,bromoform,5
26,0,7,75263,35,4,CH3CHBrCH3,0,60,104,i-propyl bromide,10
26,0,7,75274,35,4,CHBrCl2,0,76,164,"Methane, bromodichloro-",5
26,0,4,75285,6,4,CH3CH(CH3)CH3,0,34,74,Isobutane,14
26,0,7,75296,17,4,CH3CHClCH3,0,42,104,"Propane, 2-chloro-",11
26,0,5,75310,7,4,CH3CH(NH2)CH3,0,34,82,2-Propanamine,13
26,0,6,75332,16,4,CH3CHSHCH3,0,42,92,2-Propanethiol,12
26,0,7,75343,17,4,CH3CHCl2,0,50,134,"Ethane, 1,1-dichloro-",8
24,0,7,75354,17,4,CH2CCl2,0,48,132,"Ethene, 1,1-dichloro-",6
24,0,7,75365,17,4,CH3COCl,0,40,120,Acetyl Chloride,7
26,0,7,75376,9,4,CH3CHF2,0,34,134,"Ethane, 1,1-difluoro-",8
24,0,7,75387,9,4,CH2CF2,0,32,132,"Ethene, 1,1-difluoro-",6
26,0,7,75434,17,4,CHFCl2,0,50,164,fluorodichloromethane,5
24,0,7,75445,17,4,CCl2O,0,48,150,Phosgene,4
26,0,7,75456,17,4,CHF2Cl,0,42,164,difluorochloromethane,5
26,0,7,75467,9,4,CHF3,0,34,164,"Methane, trifluoro-",5
26,0,5,75503,7,4,N(CH3)3,0,34,82,Trimethylamine,13
24,0,6,75525,8,4,CH3NO2,0,32,116,"Methane, nitro-",7
24,0,6,75569,8,4,C3H6O,0,32,90,Propylene oxide,10
32,0,7,75616,35,5,CBr2F2,0,94,212,"Methane, dibromodifluoro-",5
32,0,7,75627,35,5,CBrCl3,0,92,212,"Methane, bromotrichloro-",5
32,0,7,75638,35,5,CF3Br,0,68,212,Bromotrifluoromethane,5
32,0,5,75649,7,5,C(CH3)3NH2,0,42,100,"2-Propanamine, 2-methyl-",16
32,0,6,75650,8,5,C4H10O,0,42,110,"Ethanol, 1,1-dimethyl-",15
32,0,6,75661,16,5,C(CH3)3SH,0,50,110,"2-Propanethiol, 2-methyl-",15
32,0,7,75683,17,5,CH3CF2Cl,0,50,182,"1-Chloro-1,1-Difluoroethane",8
32,0,7,75694,17,5,CFCl3,0,66,212,Trichloromonofluoromethane,5
32,0,7,75718,17,5,CF2Cl2,0,58,212,difluorodichloromethane,5
32,0,7,75729,17,5,CF3Cl,0,50,212,"Methane, chlorotrifluoro-",5
32,0,7,75730,9,5,CF4,0,42,212,Carbon tetrafluoride,5
32,0,4,75763,14,5,Si(CH3)4,0,50,92,tetramethylsilane,17
32,0,7,75796,17,5,SiCl3CH3,0,74,182,methyltrichlorosilane,8
38,0,4,75832,6,6,C6H14,0,50,110,"Butane, 2,2-dimethyl-",20
36,0,7,75876,17,6,CCl3CHO,0,72,216,trichloroacetaldehyde,7
38,0,7,75887,17,6,CF3CH2Cl,0,58,230,"2,2,2-Trifluoroethyl chloride",8
36,0,7,75901,9,6,CF3CHO,0,48,216,trifluoroacetaldehyde,7
42,0,7,76051,9,6,CF3COOH,0,56,252,trifluoroacetic acid,8
50,0,7,76131,17,8,CF2ClCFCl2,0,90,326,"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-",8
50,0,7,76142,17,8,CF2ClCF2Cl,0,82,326,"1,2-Dichloro-1,1,2,2-tetrafluoroethane",8
50,0,7,76153,17,8,CF3CF2Cl,0,74,326,pentafluorochloroethane,8
50,0,7,76164,9,8,C2F6,0,66,366,hexafluoroethane,8
68,0,7,76197,9,11,C3F8,0,90,500,perfluoropropane,11
32,0,4,78784,6,5,C5H12,0,42,92,"Butane, 2-methyl-",17
28,0,4,78795,6,5,C5H8,0,38,88,"1,3-Butadiene, 2-methyl-",13
26,0,4,78808,6,5,C5H6,0,36,86,"1-Buten-3-yne, 2-methyl-",11
32,0,5,78819,7,5,C(NH2)H2C(CH3)HCH3,0,42,100,"1-Propanamine, 2-methyl-",16
28,0,5,78820,7,5,CH3CH(CH3)CN,0,38,96,"Propanenitrile, 2-methyl-",12
32,0,6,78831,8,5,C4H10O,0,42,110,"1-Propanol, 2-methyl-",15
30,0,6,78842,8,5,CHOCH(CH3)CH3,0,40,108,"Propanal, 2-methyl-",13
32,0,7,78864,17,5,CH3CHClCH2CH3,0,50,122,"Butane, 2-chloro-",14
32,0,7,78875,17,5,CH2ClCHClCH3,0,58,152,"Propane, 1,2-dichloro-",11
32,0,5,78900,7,5,C3H10N2,0,42,108,"1,2-Diaminopropane",15
30,0,6,78933,8,5,CH3COCH2CH3,0,40,108,2-Butanone,13
28,0,6,78988,8,5,C3H4O2,0,38,124,Methyl glyoxal,9
32,0,7,79005,17,5,CH2ClCHCl2,0,66,182,"1,1,2-trichloroethane",8
30,0,7,79016,17,5,CHClCCl2,0,64,180,Trichloroethylene,6
30,0,7,79027,17,5,CHCl2CHO,0,56,168,dichloroacetaldehyde,7
30,0,6,79050,8,5,C3H7NO,0,40,116,Propanamide,12
28,0,6,79061,8,5,CH2CHCONH2,0,38,114,Acrylamide,10
30,0,6,79094,8,5,CH3CH2COOH,0,40,126,Propanoic Acid,11
28,0,6,79107,8,5,C3H4O2,0,38,124,2-Propenoic acid,9
30,0,6,79141,8,5,HOCH2COOH,0,40,144,Hydroxyacetic acid,9
30,0,6,79196,16,5,CH5N3S,0,48,132,Hydrazinecarbothioamide,10
30,0,6,79209,8,5,CH3COOCH3,0,40,126,methyl acetate,11
38,0,4,79298,6,6,C6H14,0,50,110,"Butane, 2,3-dimethyl-",20
34,0,6,79390,8,6,C4H7NO,0,46,132,Methacrylamide,13
34,0,6,79403,16,6,C2H4N2S2,0,62,158,Ethanedithioamide,10
66,0,4,85018,6,14,C14H10,0,94,234,Phenanthrene,24
72,0,6,87898,8,12,C6H12O6,0,96,324,Inositol,24
48,0,4,91203,6,10,C10H8,0,68,168,naphthalene,18
58,0,4,92524,6,12,C12H10,0,82,202,biphenyl,22
44,0,4,95136,6,9,C9H8,0,62,152,Indene,17
38,0,4,96140,6,6,C6H14,0,50,110,"Pentane, 3-methyl-",20
38,0,7,96184,17,6,C3H5Cl3,0,74,200,"Propane, 1,2,3-trichloro-",11
36,0,6,96220,8,6,C5H10O,0,48,126,3-Pentanone,16
36,0,6,96311,8,6,NH(CH3)CONH(CH3),0,48,142,"Urea, N,N'-dimethyl-",14
34,0,6,96333,8,6,C4H6O2,0,46,142,"2-Propenoic acid, methyl ester",12
36,0,4,96377,6,6,C6H12,0,48,108,"Cyclopentane, methyl-",18
36,0,6,96413,8,6,C5H10O,0,48,126,Cyclopentanol,16
34,0,6,96480,8,6,C4H6O2,0,46,142,&gamma;&ndash;Butyrolactone,12
34,0,6,96491,8,6,C2H4CO3,0,46,160,Ethylene carbonate,10
32,0,5,96548,7,6,C5H7N,0,44,112,"1H-Pyrrole, 1-methyl-",13
46,0,6,98862,8,9,CH3COC6H5,0,64,172,acetophenone,17
46,0,6,98953,8,9,C6H5NO2,0,64,198,Nitrobenzene,14
42,0,4,100414,6,8,C6H5CH2CH3,0,58,138,Ethylbenzene,18
40,0,4,100425,6,8,C6H5CHCH2,0,56,136,Styrene,16
38,0,5,100470,7,8,C6H5CN,0,54,142,phenyl cyanide,13
40,0,6,100527,8,8,C6H5CHO,0,56,124,benzaldehyde,14
42,0,6,100663,8,8,C6H5OCH3,0,58,156,Anisole,16
58,0,8,102545,26,11,Fe(C5H5)2,0,96,234,ferrocene,21
68,0,5,103333,7,14,C12H10N2,0,96,252,azobenzene,24
48,0,4,103651,6,9,C9H12,0,66,156,n-propyl benzene,21
42,0,4,106423,6,8,CH3C6H4CH3,0,58,138,paraxylene,18
40,0,6,106514,8,8,C6H4O2,0,56,172,parabenzoquinone,12
30,0,7,106898,17,5,C3H5ClO,0,48,138,"Oxirane, (chloromethyl)-",10
26,0,7,106934,35,4,CH2BrCH2Br,0,86,134,"Ethane, 1,2-dibromo-",8
26,0,7,106945,35,4,CH3CH2CH2Br,0,60,104,n-propyl bromide,10
26,0,4,106978,6,4,CH3CH2CH2CH3,0,34,74,Butane,14
24,0,4,106989,6,4,CH2CHCH2CH3,0,32,72,1-Butene,12
22,0,4,106990,6,4,CH2CHCHCH2,0,30,70,"1,3-Butadiene",10
22,0,4,107006,6,4,CHCCH2CH3,0,30,70,1-Butyne,10
22,0,6,107028,8,4,CH2CHCHO,0,30,88,Acrolein,8
26,0,6,107039,16,4,C3H7SH,0,42,92,1-Propanethiol,12
24,0,7,107051,17,4,C3H5Cl,0,40,103,"1-Propene, 3-chloro-",9
26,0,7,107062,17,4,CH2ClCH2Cl,0,50,134,"Ethane, 1,2-dichloro-",8
26,0,5,107108,7,4,NH2CH2CH2CH3,0,34,82,1-Propanamine,13
22,0,5,107120,7,4,C2H5CN,0,30,78,ethyl cyanide,9
20,0,5,107131,7,4,C3H3N,0,28,76,acrylonitrile,7
20,1,5,107131,7,4,C3H3N+,0,28,76,acrylonitrile cation,7
26,0,5,107153,7,4,C2H8N2,0,34,90,Ethylenediamine,12
24,0,6,107186,8,4,C3H6O,0,32,90,2-Propen-1-ol,10
22,0,6,107197,8,4,C3H4O,0,30,88,2-Propyn-1-ol,8
24,0,7,107200,17,4,CH2ClCHO,0,40,120,chloroacetaldehyde,7
26,0,6,107211,8,4,C2H6O2,0,34,110,"1,2-Ethanediol",10
22,0,6,107222,8,4,C2H2O2,0,30,106,Ethanedial,6
22,1,6,107222,8,4,C2H2O2+,0,30,106,Ethanedial cation,6
24,0,6,107299,8,4,CH3CHNOH,0,32,98,Acetaldoxime,9
24,0,6,107313,8,4,CH3OCHO,0,32,108,methyl formate,8
38,0,4,107835,6,6,C6H14,0,50,110,"Pentane, 2-methyl-",20
36,0,6,107879,8,6,C5H10O,0,48,126,2-Pentanone,16
38,0,6,107880,8,6,C4H10O2,0,50,146,"1,3-Butanediol",16
34,0,6,107937,8,6,C4H6O2,0,46,142,Crotonic Acid,12
36,0,6,107959,8,6,NH2CH2CH2COOH,0,48,152,&beta;&ndash;alanine,13
36,0,6,107971,8,6,CH3NHCH2COOH,0,48,152,Sarcosine,13
36,0,6,108316,8,7,C4H2O3,0,50,174,Maleic Anhydride,9
42,0,4,108383,6,8,CH3C6H4CH3,0,58,138,meta-xylene,18
48,0,7,108770,17,9,C3Cl3N3,0,90,270,"1,3,5-Triazine, 2,4,6-trichloro-",9
36,0,7,108861,35,7,C6H5Br,0,76,270,bromobenzene,12
36,0,4,108883,6,7,C6H5CH3,0,50,120,toluene,15
36,0,7,108907,17,7,C6H5Cl,0,58,150,chlorobenzene,12
42,0,5,108918,7,7,C6H13N,0,56,134,cyclohexanamine,20
40,0,6,108941,8,7,C6H10O,0,54,142,cyclohexanone,17
36,0,6,108952,8,7,C6H5OH,0,50,138,phenol,13
36,0,6,109002,8,7,C5H5NO,0,50,146,3-Pyridinol,12
42,0,5,109057,7,7,C6H13N,0,56,134,2-Methylpiperidine,20
36,0,5,109068,7,7,C6H7N,0,38,128,2-Methylpyridine,14
36,0,6,109104,8,7,C5H5NO,0,50,146,2-Pyridinol,12
32,0,4,109660,6,5,C5H12,0,42,92,Pentane,17
30,0,4,109671,6,5,CH2CHCH2CH2CH3,0,40,90,1-pentene,15
32,0,7,109693,17,5,CH2ClCH2CH2CH3,0,50,122,"Butane, 1-chloro-",14
32,0,5,109739,7,5,C(NH2)H2CH2CH2CH3,0,42,100,1-Butanamine,16
28,0,5,109740,7,5,CH3CH2CH2CN,0,38,96,Butanenitrile,12
24,0,5,109773,7,5,C3H2N2,0,34,100,Malononitrile,7
32,0,6,109808,16,5,C3H8S2,0,58,128,"1,3-Propanedithiol",13
32,0,6,109875,8,5,C3H8O2,0,42,128,"Methane, dimethoxy-",13
30,0,6,109922,8,5,C2H3OC2H5,0,40,108,"Ethene, ethoxy-",13
28,0,6,109933,8,5,CH2CHOCHCH2,0,38,106,Vinyl ether,11
30,0,6,109944,8,5,HCOOC2H5,0,40,126,Ethyl formate,11
26,0,5,109977,7,5,C4H5N,0,36,94,Pyrrole,10
30,0,6,109999,8,5,C4H8O,0,40,108,"Furan, tetrahydro-",13
26,0,6,110009,8,5,C4H4O,0,36,104,Furan,9
30,0,6,110010,16,5,C4H8S,0,48,108,"Thiophene, tetrahydro-",13
26,0,6,110021,16,5,C4H4S,0,44,104,Thiophene,9
38,0,4,110543,6,6,C6H14,0,50,110,Hexane,20
38,0,7,110565,17,6,C4H8Cl2,0,66,170,"1,4-Dichlorobutane",14
34,0,5,110598,7,6,C5H9N,0,46,114,Pentanenitrile,15
30,0,5,110612,7,6,C4H4N2,0,42,118,Succinonitrile,10
36,0,6,110623,8,6,C5H10O,0,48,126,Pentanal,16
38,0,6,110634,8,6,C4H10O2,0,50,146,"1,4-Butanediol",16
38,0,6,110667,16,6,C5H12S,0,58,128,1-Pentanethiol,18
38,0,6,110714,8,6,C4H10O2,0,50,146,"Ethane, 1,2-dimethoxy-",16
36,0,4,110827,6,6,C6H12,0,48,108,Cyclohexane,18
34,0,4,110838,6,6,C6H10,0,46,106,cyclohexene,16
30,0,5,110861,7,6,C5H5N,0,42,110,Pyridine,11
34,0,6,110872,8,6,C5H8O,0,46,124,"2H-Pyran, 3,4-dihydro-",14
36,0,6,110883,8,6,C3H6O3,0,48,162,"1,3,5-Trioxane",12
36,0,5,110894,7,6,C5H11N,0,48,116,Piperidine,17
44,0,6,111433,8,7,C3H7OC3H7,0,58,146,di-n-propyl ether,21
50,0,4,111659,6,8,C8H18,0,66,146,Octane,26
24,0,5,113008,7,4,CH5N3,0,32,96,Guanidine,9
18,0,4,115071,6,3,CH2CHCH3,0,24,54,Propene,9
20,0,6,115106,8,3,CH3OCH3,0,26,74,Dimethyl ether,9
24,0,4,115117,6,4,CH2C(CH3)CH3,0,32,72,"1-Propene, 2-methyl-",12
30,0,6,116110,8,5,CH2C(CH3)OCH3,0,40,108,"1-Propene, 2-methoxy-",13
36,0,7,116143,9,6,C2F4,0,48,228,Tetrafluoroethylene,6
66,0,4,120127,6,14,C14H10,0,94,234,Anthracene,24
44,0,5,120729,7,9,C8H7N,0,62,160,Indole,16
44,0,5,120730,7,9,C5H4N4,0,62,184,purine,13
34,0,6,120923,8,6,C5H8O,0,46,124,Cyclopentanone,14
44,0,5,121448,7,7,C6H15N,0,58,136,triethylamine,22
36,0,4,121460,6,7,C7H8,0,50,120,Norbornadiene,15
24,0,6,123386,8,4,CH3CH2CHO,0,32,90,Propanal,10
38,0,6,123513,8,6,C5H12O,0,50,128,"1-Butanol, 3-methyl-",18
40,0,6,123546,8,7,C5H8O2,0,54,160,Acetylacetone,15
30,0,6,123728,8,5,CHOCH2CH2CH3,0,40,108,Butanal,13
30,0,5,123751,7,5,C4H9N,0,40,98,Pyrrolidine,14
36,0,6,123911,8,6,C4H8O2,0,48,144,"1,4-Dioxane",14
16,-1,6,124389,8,3,CO2-,0,22,88,Carbon dioxide anion,3
16,0,6,124389,8,3,CO2,0,22,88,Carbon dioxide,3
16,1,6,124389,8,3,CO2+,0,22,88,Carbon dioxide cation,3
20,0,5,124403,7,3,CH3NHCH3,0,26,64,Dimethylamine,10
14,0,6,124414,11,3,NaOCH3,0,28,56,Sodium methoxide,6
26,0,7,124481,35,4,CHClBr2,0,94,164,"Methane, dibromochloro-",5
36,0,7,127184,17,6,C2Cl4,0,80,228,Tetrachloroethylene,6
74,0,4,129000,6,16,C16H10,0,106,266,Pyrene,26
38,0,6,137326,8,6,C5H12O,0,50,128,"1-Butanol, 2-methyl-",18
26,0,6,141435,8,4,HOCH2CH2NH2,0,34,100,monoethanolamine,11
24,0,6,141468,8,4,CHOCH2OH,0,32,204,hydroxy acetaldehyde,8
36,0,6,141786,8,6,C4H8O2,0,48,144,Ethyl acetate,14
28,0,4,142290,6,5,C5H8,0,38,88,Cyclopentene,13
48,0,6,142621,8,8,C6H12O2,0,64,236,Hexanoic acid,20
36,0,6,142687,8,6,C5H10O,0,48,126,"2H-Pyran, tetrahydro-",16
44,0,4,142825,6,7,C7H16,0,58,128,heptane,23
34,0,6,144627,8,6,C2H2O4,0,46,178,Oxalic Acid,8
28,0,5,151188,7,5,C3H6N2,0,38,104,3-Aminopropionitrile,11
16,0,5,151519,7,3,HNCNH,0,22,67,diiminomethane,5
18,0,5,151564,7,3,C2H5N,0,24,62,Aziridine,8
24,0,7,156592,17,4,CHClCHCl,0,48,132,"Ethene, 1,2-dichloro-, (Z)-",6
24,0,7,156605,17,4,CHClCHCl,0,48,132,"Ethene, 1,2-dichloro-, (E)-",6
16,0,6,157186,8,3,C2H2O,0,22,70,Oxirene,5
16,0,5,157222,7,3,CH2NN,0,22,68,diazirine,5
18,0,6,157266,8,3,CH2O2,0,24,90,Dioxirane,5
22,0,5,157335,6,4,C4H6,0,30,70,Bicyclo[1.1.0]butane,10
28,0,5,157404,6,5,C5H8,0,38,88,Spiropentane,13
28,0,5,185944,6,5,C5H8,0,38,88,Bicyclo[2.1.0]pentane,13
108,0,4,191071,6,24,C24H12,0,156,396,Coronene,36
56,0,4,208968,6,12,C12H8,0,80,200,Acenaphthylene,20
38,0,4,250259,6,8,C8H6,0,54,134,Pentalene,14
58,0,4,257249,6,12,C12H10,0,82,202,Heptalene,22
56,0,4,259790,6,12,C12H8,0,80,200,biphenylene,20
48,0,4,275514,6,10,C10H8,0,68,168,Azulene,18
40,0,4,277101,6,8,C8H8,0,56,136,cubane,16
40,0,4,279232,6,7,C7H12,0,54,124,Norbornane,19
46,0,4,280331,6,8,C8H14,0,62,142,Bicyclo[2.2.2]octane,22
46,0,5,280579,7,8,C6H12N2,0,62,158,Triethylenediamine,20
56,0,4,281232,6,10,C10H16,0,76,176,adamantane,26
34,0,5,285585,6,6,C6H10,0,46,106,Bicyclo[3.1.0]hexane,16
